NEON.PLA.D03.OSBS.06074,29.6888392947815,-81.9896518795355
NEON.PLA.D03.OSBS.00116,29.6908915615857,-81.9918593585417
NEON.PLA.D03.OSBS.00113,29.690843706006,-81.991890345067
NEON.PLA.D03.OSBS.00114,29.6908574385237,-81.9918669508701
NEON.PLA.D03.OSBS.00119,29.6908764469412,-81.9919243003714
NEON.PLA.D03.OSBS.00115,29.6908595631628,-81.991832931449
NEON.PLA.D03.OSBS.00096,29.6909971727077,-81.9921472384263
NEON.PLA.D03.OSBS.00099,29.6909501194752,-81.9920928481039
NEON.PLA.D03.OSBS.00098,29.6909936894814,-81.9921064451322
NEON.PLA.D03.OSBS.00121,29.6910031168482,-81.9919344056277
NEON.PLA.D03.OSBS.00123,29.6909971489892,-81.9918207806907
NEON.PLA.D03.OSBS.00100,29.6909259730666,-81.9921009923876
NEON.PLA.D03.OSBS.00131,29.6909357568841,-81.9919878289851
NEON.PLA.D03.OSBS.00122,29.6909859032761,-81.9918615127135
NEON.PLA.D03.OSBS.00093,29.6908845098324,-81.9922151075947
NEON.PLA.D03.OSBS.00120,29.6908968679896,-81.9919428923957
NEON.PLA.D03.OSBS.00097,29.6909952641128,-81.9921399778846
NEON.PLA.D03.OSBS.00094,29.6909219311728,-81.9921798405194
NEON.PLA.D03.OSBS.00095,29.6910079744026,-81.9921587729345
NEON.PLA.D03.OSBS.00111,29.6908477900066,-81.9919295730663
NEON.PLA.D03.OSBS.00201,29.6909052017257,-81.9920946236893
NEON.PLA.D03.OSBS.00337,29.6914868442192,-81.9903421141831
NEON.PLA.D03.OSBS.00333,29.6915836212583,-81.9903624744608
NEON.PLA.D03.OSBS.00329,29.6915699094271,-81.9904025237526
NEON.PLA.D03.OSBS.00265,29.6915586741772,-81.9905613755443
NEON.PLA.D03.OSBS.00338,29.6915390119983,-81.9903114325827
NEON.PLA.D03.OSBS.00327,29.6915756254294,-81.9904149240592
NEON.PLA.D03.OSBS.00260,29.6915060149015,-81.9906151526622
NEON.PLA.D03.OSBS.00258,29.6915039250901,-81.9906957035111
NEON.PLA.D03.OSBS.00263,29.6914550988982,-81.9905378745905
NEON.PLA.D03.OSBS.00264,29.6915434488877,-81.9905366277051
NEON.PLA.D03.OSBS.00261,29.6914544195671,-81.9905884504069
NEON.PLA.D03.OSBS.00330,29.6914834703215,-81.9904183481219
NEON.PLA.D03.OSBS.00326,29.6915923287403,-81.9904661698611
NEON.PLA.D03.OSBS.00341,29.6916008107588,-81.9903081680678
NEON.PLA.D03.OSBS.00266,29.6915586548545,-81.9905795415319
NEON.PLA.D03.OSBS.00340,29.6915893402237,-81.9902985360856
NEON.PLA.D03.OSBS.00336,29.6915129016444,-81.990339482881
NEON.PLA.D03.OSBS.00335,29.6915617062351,-81.9903395022411
NEON.PLA.D03.OSBS.00339,29.6915347211175,-81.9903675671886
NEON.PLA.D03.OSBS.00259,29.6914735788939,-81.9906525882237
NEON.PLA.D03.OSBS.00334,29.6915849239774,-81.990355064007
NEON.PLA.D03.OSBS.00332,29.6915890151485,-81.9903799858975
NEON.PLA.D03.OSBS.00434,29.6912792426872,-81.9888347963289
NEON.PLA.D03.OSBS.00429,29.6913972895345,-81.9889058901792
NEON.PLA.D03.OSBS.00446,29.6913698226888,-81.9889166862811
NEON.PLA.D03.OSBS.00437,29.6912799248432,-81.9888735181648
NEON.PLA.D03.OSBS.00436,29.6912619224692,-81.9887526144651
NEON.PLA.D03.OSBS.00442,29.6912956331718,-81.9889393182889
NEON.PLA.D03.OSBS.00435,29.6912802994857,-81.988758181094
NEON.PLA.D03.OSBS.00439,29.6913102021296,-81.9888961444279
NEON.PLA.D03.OSBS.00444,29.691383332284,-81.9889280494583
NEON.PLA.D03.OSBS.00430,29.6913903446558,-81.9888947222264
NEON.PLA.D03.OSBS.00441,29.6912922520753,-81.9889285817816
NEON.PLA.D03.OSBS.00433,29.6913038786357,-81.9888222489834
NEON.PLA.D03.OSBS.00443,29.6913812639128,-81.9889548686408
NEON.PLA.D03.OSBS.00438,29.6912696179481,-81.9889230116485
NEON.PLA.D03.OSBS.00432,29.691316132522,-81.9887723422009
NEON.PLA.D03.OSBS.00431,29.69138304166,-81.9887903091904
NEON.PLA.D03.OSBS.00440,29.6912878248568,-81.9889138781927
NEON.PLA.D03.OSBS.00554,29.6915726710696,-81.9891427069627
NEON.PLA.D03.OSBS.00558,29.6915611013172,-81.989001998947
NEON.PLA.D03.OSBS.00550A,29.6915395228249,-81.9891402703326
NEON.PLA.D03.OSBS.00553,29.6915800409706,-81.9891617869843
NEON.PLA.D03.OSBS.00559,29.6915840610803,-81.9889887329449
NEON.PLA.D03.OSBS.00540,29.6914650723664,-81.9890113357462
NEON.PLA.D03.OSBS.00549,29.6915325343626,-81.989118601581
NEON.PLA.D03.OSBS.00550B,29.6915448621954,-81.989133872882
NEON.PLA.D03.OSBS.00539,29.6914703497653,-81.988988343894
NEON.PLA.D03.OSBS.00546,29.6915112097846,-81.9890547824894
NEON.PLA.D03.OSBS.00557,29.6915567606483,-81.989068338562
NEON.PLA.D03.OSBS.00541,29.691446569603,-81.9890614805628
NEON.PLA.D03.OSBS.00551,29.6915396160255,-81.9891481962964
NEON.PLA.D03.OSBS.00556,29.6915518296983,-81.9891015424026
NEON.PLA.D03.OSBS.00547,29.691504801487,-81.9890199516672
NEON.PLA.D03.OSBS.00555,29.6915581875997,-81.9891223242901
NEON.PLA.D03.OSBS.00827,29.6928002077921,-81.9964320837144
NEON.PLA.D03.OSBS.00678,29.6929935570772,-81.996310511584
